2187 298486 3.9853472537283025e-01
2187 298487 8.5082152769435304e-01
2188 298487 3.5522799493376436e+00
2187 298488 8.4741425957445105e-02
2188 298488 7.5366051603272375e+00
2189 298488 8.2159972857048853e+00
2188 298489 7.4052651574186257e-01
2189 298489 1.7336914886199288e+01
2190 298489 1.3524821640269108e+01
2189 298490 1.6832623506344735e+00
2190 298490 2.8405700250259518e+01
2191 298490 1.9046145552240539e+01
2190 298491 2.7293979550235070e+00
2191 298491 3.9841509296789027e+01
2192 298491 2.4513071008785293e+01
2191 298492 3.7940187342262752e+00
2192 298492 5.1102987712598257e+01
2193 298492 2.9740351840954592e+01
2192 298493 4.8293038428046078e+00
2193 298493 6.1823353627439460e+01
2194 298493 3.4589986542993330e+01
2193 298494 5.8047808280323787e+00
2194 298494 7.1734088683731287e+01
2195 298494 3.8954846882007033e+01
2194 298495 6.6991554075516904e+00
2195 298495 8.0628597048433164e+01
2196 298495 4.2750145504490327e+01
2195 298496 7.4964303680696114e+00
2196 298496 8.8343397695670419e+01
2197 298496 4.5908759376817144e+01
2196 298497 8.1839324148202692e+00
2197 298497 9.4748043532842544e+01
2198 298497 4.8378615063681607e+01
2197 298498 8.7513044348277891e+00
2198 298498 9.9739779716735384e+01
2199 298498 5.0121223162974850e+01
2198 298499 9.1900332489809937e+00
2199 298499 1.0324089990982242e+02
2200 298499 5.1110844367989714e+01
2199 298500 9.4932913693797865e+00
2200 298500 1.0519763295285014e+02
2201 298500 5.1333970923285378e+01
2200 298501 9.6559649559399325e+00
2201 298501 1.0557983503673606e+02
2202 298501 5.0788932092924966e+01
2201 298502 9.6747869214354516e+00
2202 298502 1.0438103244712742e+02
2203 298502 4.9485530540206021e+01
2202 298503 9.5485214934109504e+00
2203 298503 1.0161856796365208e+02
2204 298503 4.7444708039167921e+01
2203 298504 9.2781664827032024e+00
2204 298504 9.7333794705900175e+01
2205 298504 4.4698330287395876e+01
2204 298505 8.8671570499312526e+00
2205 298505 9.1592449611309107e+01
2206 298505 4.1289276531212238e+01
2205 298506 8.3215716561286932e+00
2206 298506 8.4485533946903701e+01
2207 298506 3.7272134067333894e+01
2206 298507 7.6503579033703382e+00
2207 298507 7.6131255812174842e+01
2208 298507 3.2714967177808226e+01
2207 298508 6.8656149197156839e+00
2208 298508 6.6678918959231879e+01
2209 298508 2.7702940702646032e+01
2208 298509 5.9829950117969366e+00
2209 298509 5.6316238121224337e+01
2210 298509 2.2345234490422040e+01
2209 298510 5.0223331838481631e+00
2210 298510 4.5282816388834647e+01
2211 298510 1.6788221479544596e+01
2210 298511 4.0087094618783494e+00
2211 298511 3.3895467217418599e+01
2212 298511 1.1241916202228014e+01
2211 298512 2.9743767841440243e+00
2212 298512 2.2598828683474729e+01
2213 298512 6.0391171410125786e+00
2212 298513 1.9625932248469937e+00
2213 298513 1.2078705421661025e+01
2214 298513 1.7954205333690791e+00
2213 298514 1.0362866887312672e+00
2214 298514 3.5700928604613411e+00
2214 298515 3.0198970860620661e-01
2177 299476 3.0918118847612841e+00
2177 299477 7.4440170495299922e+00
2178 299477 1.1938707535783518e+01
2177 299478 9.4093437851787920e-01
2178 299478 2.8238039576986015e+01
2179 299478 2.3492505431444915e+01
924 299479 5.3669507737402172e-02
2178 299479 3.4547811581250754e+00
2179 299479 5.4667011894676889e+01
2180 299479 3.6735124675391411e+01
924 299480 6.8912650683652366e-01
925 299480 8.5841918190721433e-01
2179 299480 6.4862287492311088e+00
2180 299480 8.4217012024151273e+01
2181 299480 5.1184612955861930e+01
924 299481 -3.4565740821730845e-01
925 299481 1.0631236852915762e+01
926 299481 2.1811423113387534e+00
2180 299481 9.7096549491613313e+00
2181 299481 1.1575841650320739e+02
2182 299481 6.6571774823912222e+01
924 299482 -3.9713860635661735e-01
925 299482 -5.4226447833165450e+00
926 299482 2.6161799804499314e+01
927 299482 3.7989889536412758e+00
2181 299482 1.2994340018724928e+01
2182 299482 1.4871017234151438e+02
2183 299482 8.2750653925175982e+01
925 299483 -6.0670112515064316e+00
926 299483 -1.3543995561084500e+01
927 299483 4.4295812886109339e+01
928 299483 5.6079602822060028e+00
2182 299483 1.6285463707607800e+01
2183 299483 1.8279853705390059e+02
2184 299483 9.9681445101827336e+01
926 299484 -1.4798946554753567e+01
927 299484 -2.3235183563140534e+01
928 299484 6.3777708059852877e+01
929 299484 7.5416013548736744e+00
2183 299484 1.9567903253560274e+01
2184 299484 2.1799730085755883e+02
2185 299484 1.1746675137871570e+02
927 299485 -2.4859618276610082e+01
928 299485 -3.3843887442157303e+01
929 299485 8.3910932629516878e+01
930 299485 9.5503080005214862e+00
2184 299485 2.2854825778005242e+01
2185 299485 2.5459150333986491e+02
2186 299485 1.3650477489763324e+02
928 299486 -3.5541780899901568e+01
929 299486 -4.4982623692367746e+01
930 299486 1.0424662720294612e+02
931 299486 1.1593841299770828e+01
2185 299486 2.6191015298843602e+01
2186 299486 2.9349304116015696e+02
2187 299486 1.5647475207690448e+02
929 299487 -4.6469910292022810e+01
930 299487 -5.6382863641938116e+01
931 299487 1.2446532649890358e+02
932 299487 1.3638004771155540e+01
2186 299487 2.9681933197321680e+01
2187 299487 3.3405392085500603e+02
2188 299487 1.6770647140044466e+02
930 299488 -5.7414071561529482e+01
931 299488 -6.7840367926147252e+01
932 299488 1.4432185096774739e+02
933 299488 1.5652910086689220e+01
2187 299488 3.3271614173469864e+01
2188 299488 3.5581020522116694e+02
2189 299488 1.7298058641429523e+02
931 299489 -6.8218799872527157e+01
932 299489 -7.9189949342208720e+01
933 299489 1.6361563481991934e+02
934 299489 1.7611906745270719e+01
2188 299489 3.4960952037772302e+01
2189 299489 3.6501347302626141e+02
2190 299489 1.7484490436478885e+02
932 299490 -7.8769906396694211e+01
933 299490 -9.0291875812283109e+01
934 299490 1.8217263796339660e+02
935 299490 1.9490781327209092e+01
2189 299490 3.5439606219012447e+01
2190 299490 3.6722051319951169e+02
2191 299490 1.7455957055211783e+02
933 299491 -8.8976669094325459e+01
934 299491 -1.0102344667950636e+02
935 299491 1.9983283339504709e+02
936 299491 2.1267029512091124e+01
2190 299491 3.5284851594541237e+01
2191 299491 3.6515087705908928e+02
2192 299491 1.7289603098137235e+02
934 299492 -9.8761098029160948e+01
935 299492 -1.1127295392755613e+02
936 299492 2.1644026382203512e+02
937 299492 2.2919088043501315e+01
