 VARIABLES = "R","Z","Tmpr      "
ZONE F=POINT, I= 103, J= 103
 0.00000E+00  0.00000E+00  0.10696E-05
 0.49709E-05  0.00000E+00  0.10696E-05
 0.16001E-04  0.00000E+00  0.10696E-05
 0.29447E-04  0.00000E+00  0.10698E-05
 0.45836E-04  0.00000E+00  0.10701E-05
 0.65814E-04  0.00000E+00  0.10705E-05
 0.90165E-04  0.00000E+00  0.10712E-05
 0.11985E-03  0.00000E+00  0.10723E-05
 0.15603E-03  0.00000E+00  0.10737E-05
 0.20013E-03  0.00000E+00  0.10756E-05
 0.25388E-03  0.00000E+00  0.10781E-05
 0.31939E-03  0.00000E+00  0.10811E-05
 0.39924E-03  0.00000E+00  0.10845E-05
 0.49656E-03  0.00000E+00  0.10883E-05
 0.61516E-03  0.00000E+00  0.10923E-05
 0.75970E-03  0.00000E+00  0.10963E-05
 0.93583E-03  0.00000E+00  0.11003E-05
 0.11504E-02  0.00000E+00  0.11042E-05
 0.14119E-02  0.00000E+00  0.11083E-05
 0.17305E-02  0.00000E+00  0.11128E-05
 0.21186E-02  0.00000E+00  0.11180E-05
 0.25912E-02  0.00000E+00  0.11250E-05
 0.31667E-02  0.00000E+00  0.11354E-05
 0.38673E-02  0.00000E+00  0.11508E-05
 0.47200E-02  0.00000E+00  0.11693E-05
 0.57574E-02  0.00000E+00  0.11846E-05
 0.70191E-02  0.00000E+00  0.11941E-05
 0.85527E-02  0.00000E+00  0.11994E-05
 0.10416E-01  0.00000E+00  0.12012E-05
 0.12677E-01  0.00000E+00  0.12000E-05
 0.15420E-01  0.00000E+00  0.12144E-05
 0.18742E-01  0.00000E+00  0.12703E-05
 0.22762E-01  0.00000E+00  0.13618E-05
 0.27617E-01  0.00000E+00  0.14805E-05
 0.33469E-01  0.00000E+00  0.16174E-05
 0.40509E-01  0.00000E+00  0.17497E-05
 0.48950E-01  0.00000E+00  0.18448E-05
 0.59040E-01  0.00000E+00  0.18817E-05
 0.71052E-01  0.00000E+00  0.18644E-05
 0.85282E-01  0.00000E+00  0.18015E-05
 0.10204E+00  0.00000E+00  0.16855E-05
 0.12166E+00  0.00000E+00  0.15036E-05
 0.14443E+00  0.00000E+00  0.12422E-05
 0.17063E+00  0.00000E+00  0.91561E-06
 0.20047E+00  0.00000E+00  0.56068E-06
 0.23404E+00  0.00000E+00  0.20096E-06
 0.27131E+00  0.00000E+00  0.30839E-07
 0.31210E+00  0.00000E+00  0.42960E-06
 0.35601E+00  0.00000E+00  0.15464E-05
 0.40249E+00  0.00000E+00  0.31000E-05
 0.45077E+00  0.00000E+00  0.46239E-05
 0.50000E+00  0.00000E+00  0.56947E-05
 0.54923E+00  0.00000E+00  0.60384E-05
 0.59751E+00  0.00000E+00  0.56771E-05
 0.64399E+00  0.00000E+00  0.49485E-05
 0.68790E+00  0.00000E+00  0.41974E-05
 0.72869E+00  0.00000E+00  0.35547E-05
 0.76596E+00  0.00000E+00  0.31211E-05
 0.79953E+00  0.00000E+00  0.30088E-05
 0.82937E+00  0.00000E+00  0.30847E-05
 0.85557E+00  0.00000E+00  0.31346E-05
 0.87834E+00  0.00000E+00  0.30803E-05
 0.89796E+00  0.00000E+00  0.29720E-05
 0.91472E+00  0.00000E+00  0.28847E-05
 0.92895E+00  0.00000E+00  0.28826E-05
 0.94096E+00  0.00000E+00  0.29703E-05
 0.95105E+00  0.00000E+00  0.30860E-05
 0.95949E+00  0.00000E+00  0.31645E-05
 0.96653E+00  0.00000E+00  0.31854E-05
 0.97238E+00  0.00000E+00  0.31558E-05
 0.97724E+00  0.00000E+00  0.30859E-05
 0.98126E+00  0.00000E+00  0.29847E-05
 0.98458E+00  0.00000E+00  0.28637E-05
 0.98732E+00  0.00000E+00  0.27368E-05
 0.98958E+00  0.00000E+00  0.26154E-05
 0.99145E+00  0.00000E+00  0.25038E-05
 0.99298E+00  0.00000E+00  0.24049E-05
 0.99424E+00  0.00000E+00  0.23286E-05
 0.99528E+00  0.00000E+00  0.22762E-05
 0.99613E+00  0.00000E+00  0.22424E-05
 0.99683E+00  0.00000E+00  0.22223E-05
 0.99741E+00  0.00000E+00  0.22123E-05
 0.99788E+00  0.00000E+00  0.22096E-05
 0.99827E+00  0.00000E+00  0.22106E-05
 0.99859E+00  0.00000E+00  0.22114E-05
 0.99885E+00  0.00000E+00  0.22098E-05
 0.99906E+00  0.00000E+00  0.22053E-05
 0.99924E+00  0.00000E+00  0.21983E-05
 0.99938E+00  0.00000E+00  0.21896E-05
 0.99950E+00  0.00000E+00  0.21800E-05
 0.99960E+00  0.00000E+00  0.21704E-05
 0.99968E+00  0.00000E+00  0.21616E-05
 0.99975E+00  0.00000E+00  0.21541E-05
 0.99980E+00  0.00000E+00  0.21479E-05
 0.99984E+00  0.00000E+00  0.21431E-05
 0.99988E+00  0.00000E+00  0.21396E-05
 0.99991E+00  0.00000E+00  0.21370E-05
 0.99993E+00  0.00000E+00  0.21354E-05
 0.99995E+00  0.00000E+00  0.21343E-05
 0.99997E+00  0.00000E+00  0.21337E-05
 0.99998E+00  0.00000E+00  0.21333E-05
 0.10000E+01  0.00000E+00  0.21332E-05
 0.10000E+01  0.00000E+00  0.21332E-05
 0.00000E+00  0.49709E-05  0.10696E-05
 0.49709E-05  0.49709E-05  0.10696E-05
 0.16001E-04  0.49709E-05  0.10696E-05
 0.29447E-04  0.49709E-05  0.10698E-05
 0.45836E-04  0.49709E-05  0.10701E-05
 0.65814E-04  0.49709E-05  0.10705E-05
 0.90165E-04  0.49709E-05  0.10712E-05
 0.11985E-03  0.49709E-05  0.10723E-05
 0.15603E-03  0.49709E-05  0.10737E-05
 0.20013E-03  0.49709E-05  0.10756E-05
 0.25388E-03  0.49709E-05  0.10781E-05
 0.31939E-03  0.49709E-05  0.10811E-05
 0.39924E-03  0.49709E-05  0.10845E-05
 0.49656E-03  0.49709E-05  0.10883E-05
 0.61516E-03  0.49709E-05  0.10923E-05
 0.75970E-03  0.49709E-05  0.10963E-05
 0.93583E-03  0.49709E-05  0.11003E-05
 0.11504E-02  0.49709E-05  0.11042E-05
 0.14119E-02  0.49709E-05  0.11083E-05
 0.17305E-02  0.49709E-05  0.11128E-05
 0.21186E-02  0.49709E-05  0.11180E-05
 0.25912E-02  0.49709E-05  0.11250E-05
 0.31667E-02  0.49709E-05  0.11354E-05
 0.38673E-02  0.49709E-05  0.11508E-05
 0.47200E-02  0.49709E-05  0.11693E-05
 0.57574E-02  0.49709E-05  0.11846E-05
 0.70191E-02  0.49709E-05  0.11941E-05
 0.85527E-02  0.49709E-05  0.11994E-05
 0.10416E-01  0.49709E-05  0.12012E-05
 0.12677E-01  0.49709E-05  0.12000E-05
 0.15420E-01  0.49709E-05  0.12144E-05
 0.18742E-01  0.49709E-05  0.12703E-05
 0.22762E-01  0.49709E-05  0.13618E-05
 0.27617E-01  0.49709E-05  0.14805E-05
 0.33469E-01  0.49709E-05  0.16174E-05
 0.40509E-01  0.49709E-05  0.17497E-05
 0.48950E-01  0.49709E-05  0.18448E-05
 0.59040E-01  0.49709E-05  0.18817E-05
 0.71052E-01  0.49709E-05  0.18644E-05
 0.85282E-01  0.49709E-05  0.18015E-05
 0.10204E+00  0.49709E-05  0.16855E-05
 0.12166E+00  0.49709E-05  0.15036E-05
 0.14443E+00  0.49709E-05  0.12422E-05
 0.17063E+00  0.49709E-05  0.91561E-06
 0.20047E+00  0.49709E-05  0.56068E-06
 0.23404E+00  0.49709E-05  0.20096E-06
 0.27131E+00  0.49709E-05  0.30839E-07
 0.31210E+00  0.49709E-05  0.42960E-06
 0.35601E+00  0.49709E-05  0.15464E-05
 0.40249E+00  0.49709E-05  0.31000E-05
 0.45077E+00  0.49709E-05  0.46239E-05
 0.50000E+00  0.49709E-05  0.56947E-05
 0.54923E+00  0.49709E-05  0.60384E-05
 0.59751E+00  0.49709E-05  0.56771E-05
 0.64399E+00  0.49709E-05  0.49485E-05
 0.68790E+00  0.49709E-05  0.41974E-05
 0.72869E+00  0.49709E-05  0.35547E-05
 0.76596E+00  0.49709E-05  0.31211E-05
 0.79953E+00  0.49709E-05  0.30088E-05
 0.82937E+00  0.49709E-05  0.30847E-05
 0.85557E+00  0.49709E-05  0.31346E-05
 0.87834E+00  0.49709E-05  0.30803E-05
 0.89796E+00  0.49709E-05  0.29720E-05
 0.91472E+00  0.49709E-05  0.28847E-05
 0.92895E+00  0.49709E-05  0.28826E-05
 0.94096E+00  0.49709E-05  0.29703E-05
 0.95105E+00  0.49709E-05  0.30860E-05
 0.95949E+00  0.49709E-05  0.31645E-05
 0.96653E+00  0.49709E-05  0.31854E-05
 0.97238E+00  0.49709E-05  0.31558E-05
 0.97724E+00  0.49709E-05  0.30859E-05
 0.98126E+00  0.49709E-05  0.29847E-05
 0.98458E+00  0.49709E-05  0.28637E-05
 0.98732E+00  0.49709E-05  0.27368E-05
 0.98958E+00  0.49709E-05  0.26154E-05
 0.99145E+00  0.49709E-05  0.25038E-05
 0.99298E+00  0.49709E-05  0.24049E-05
 0.99424E+00  0.49709E-05  0.23286E-05
 0.99528E+00  0.49709E-05  0.22762E-05
 0.99613E+00  0.49709E-05  0.22424E-05
 0.99683E+00  0.49709E-05  0.22223E-05
 0.99741E+00  0.49709E-05  0.22123E-05
 0.99788E+00  0.49709E-05  0.22096E-05
 0.99827E+00  0.49709E-05  0.22106E-05
 0.99859E+00  0.49709E-05  0.22114E-05
 0.99885E+00  0.49709E-05  0.22098E-05
 0.99906E+00  0.49709E-05  0.22053E-05
 0.99924E+00  0.49709E-05  0.21983E-05
 0.99938E+00  0.49709E-05  0.21896E-05
 0.99950E+00  0.49709E-05  0.21800E-05
 0.99960E+00  0.49709E-05  0.21704E-05
 0.99968E+00  0.49709E-05  0.21616E-05
 0.99975E+00  0.49709E-05  0.21541E-05
 0.99980E+00  0.49709E-05  0.21479E-05
 0.99984E+00  0.49709E-05  0.21431E-05
 0.99988E+00  0.49709E-05  0.21396E-05
 0.99991E+00  0.49709E-05  0.21370E-05
 0.99993E+00  0.49709E-05  0.21354E-05
 0.99995E+00  0.49709E-05  0.21343E-05
 0.99997E+00  0.49709E-05  0.21337E-05
 0.99998E+00  0.49709E-05  0.21333E-05
 0.10000E+01  0.49709E-05  0.21332E-05
 0.10000E+01  0.49709E-05  0.21332E-05
 0.00000E+00  0.16001E-04  0.10693E-05
 0.49709E-05  0.16001E-04  0.10693E-05
 0.16001E-04  0.16001E-04  0.10694E-05
 0.29447E-04  0.16001E-04  0.10695E-05
 0.45836E-04  0.16001E-04  0.10698E-05
 0.65814E-04  0.16001E-04  0.10703E-05
 0.90165E-04  0.16001E-04  0.10710E-05
 0.11985E-03  0.16001E-04  0.10720E-05
 0.15603E-03  0.16001E-04  0.10735E-05
 0.20013E-03  0.16001E-04  0.10754E-05
 0.25388E-03  0.16001E-04  0.10779E-05
 0.31939E-03  0.16001E-04  0.10809E-05
 0.39924E-03  0.16001E-04  0.10843E-05
 0.49656E-03  0.16001E-04  0.10881E-05
 0.61516E-03  0.16001E-04  0.10921E-05
 0.75970E-03  0.16001E-04  0.10961E-05
 0.93583E-03  0.16001E-04  0.11001E-05
 0.11504E-02  0.16001E-04  0.11040E-05
 0.14119E-02  0.16001E-04  0.11081E-05
 0.17305E-02  0.16001E-04  0.11125E-05
 0.21186E-02  0.16001E-04  0.11178E-05
 0.25912E-02  0.16001E-04  0.11248E-05
 0.31667E-02  0.16001E-04  0.11352E-05
 0.38673E-02  0.16001E-04  0.11506E-05
 0.47200E-02  0.16001E-04  0.11691E-05
 0.57574E-02  0.16001E-04  0.11845E-05
 0.70191E-02  0.16001E-04  0.11939E-05
 0.85527E-02  0.16001E-04  0.11993E-05
 0.10416E-01  0.16001E-04  0.12010E-05
 0.12677E-01  0.16001E-04  0.11998E-05
 0.15420E-01  0.16001E-04  0.12143E-05
 0.18742E-01  0.16001E-04  0.12702E-05
 0.22762E-01  0.16001E-04  0.13617E-05
 0.27617E-01  0.16001E-04  0.14804E-05
 0.33469E-01  0.16001E-04  0.16173E-05
 0.40509E-01  0.16001E-04  0.17496E-05
 0.48950E-01  0.16001E-04  0.18448E-05
 0.59040E-01  0.16001E-04  0.18817E-05
 0.71052E-01  0.16001E-04  0.18644E-05
 0.85282E-01  0.16001E-04  0.18015E-05
 0.10204E+00  0.16001E-04  0.16855E-05
 0.12166E+00  0.16001E-04  0.15035E-05
 0.14443E+00  0.16001E-04  0.12421E-05
 0.17063E+00  0.16001E-04  0.91548E-06
 0.20047E+00  0.16001E-04  0.56053E-06
 0.23404E+00  0.16001E-04  0.20079E-06
 0.27131E+00  0.16001E-04  0.30663E-07
 0.31210E+00  0.16001E-04  0.42948E-06
 0.35601E+00  0.16001E-04  0.15464E-05
 0.40249E+00  0.16001E-04  0.31002E-05
 0.45077E+00  0.16001E-04  0.46243E-05
 0.50000E+00  0.16001E-04  0.56953E-05
 0.54923E+00  0.16001E-04  0.60390E-05
 0.59751E+00  0.16001E-04  0.56776E-05
 0.64399E+00  0.16001E-04  0.49488E-05
 0.68790E+00  0.16001E-04  0.41975E-05
 0.72869E+00  0.16001E-04  0.35546E-05
 0.76596E+00  0.16001E-04  0.31210E-05
 0.79953E+00  0.16001E-04  0.30087E-05
 0.82937E+00  0.16001E-04  0.30846E-05
 0.85557E+00  0.16001E-04  0.31346E-05
 0.87834E+00  0.16001E-04  0.30802E-05
 0.89796E+00  0.16001E-04  0.29719E-05
 0.91472E+00  0.16001E-04  0.28846E-05
 0.92895E+00  0.16001E-04  0.28825E-05
 0.94096E+00  0.16001E-04  0.29703E-05
 0.95105E+00  0.16001E-04  0.30860E-05
 0.95949E+00  0.16001E-04  0.31645E-05
 0.96653E+00  0.16001E-04  0.31854E-05
 0.97238E+00  0.16001E-04  0.31558E-05
 0.97724E+00  0.16001E-04  0.30859E-05
 0.98126E+00  0.16001E-04  0.29847E-05
 0.98458E+00  0.16001E-04  0.28637E-05
 0.98732E+00  0.16001E-04  0.27368E-05
 0.98958E+00  0.16001E-04  0.26154E-05
 0.99145E+00  0.16001E-04  0.25037E-05
 0.99298E+00  0.16001E-04  0.24048E-05
 0.99424E+00  0.16001E-04  0.23285E-05
 0.99528E+00  0.16001E-04  0.22761E-05
 0.99613E+00  0.16001E-04  0.22422E-05
 0.99683E+00  0.16001E-04  0.22221E-05
 0.99741E+00  0.16001E-04  0.22122E-05
 0.99788E+00  0.16001E-04  0.22095E-05
 0.99827E+00  0.16001E-04  0.22105E-05
 0.99859E+00  0.16001E-04  0.22112E-05
 0.99885E+00  0.16001E-04  0.22096E-05
 0.99906E+00  0.16001E-04  0.22051E-05
 0.99924E+00  0.16001E-04  0.21982E-05
 0.99938E+00  0.16001E-04  0.21894E-05
 0.99950E+00  0.16001E-04  0.21798E-05
 0.99960E+00  0.16001E-04  0.21703E-05
 0.99968E+00  0.16001E-04  0.21615E-05
 0.99975E+00  0.16001E-04  0.21539E-05
 0.99980E+00  0.16001E-04  0.21477E-05
 0.99984E+00  0.16001E-04  0.21429E-05
 0.99988E+00  0.16001E-04  0.21393E-05
 0.99991E+00  0.16001E-04  0.21368E-05
 0.99993E+00  0.16001E-04  0.21351E-05
 0.99995E+00  0.16001E-04  0.21340E-05
 0.99997E+00  0.16001E-04  0.21334E-05
 0.99998E+00  0.16001E-04  0.21330E-05
 0.10000E+01  0.16001E-04  0.21329E-05
 0.10000E+01  0.16001E-04  0.21329E-05
 0.00000E+00  0.29447E-04  0.10687E-05
